Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2010-01-20,7.56178617477417,57.20000076293945,42.97999954223633,60.20000076293945,59.7599983215332,17.137500762939453,24.40999984741211,78.1500015258789,31.190000534057617,,167.7899932861328,28.65999984741211,40.38473129272461,124.52198791503906,21.079999923706055,65.1500015258789,43.400001525878906,27.75,63.0099983215332,84.72000122070312,39.15076446533203,30.59000015258789,16.045000076293945,60.45000076293945,48.93000030517578,34.54999923706055,21.854999542236328,28.802570343017578,36.95000076293945,53.86000061035156
2010-01-21,7.431070804595947,56.630001068115234,42.15999984741211,59.20000076293945,56.849998474121094,16.719999313354492,23.979999542236328,76.23999786376953,30.610000610351562,,160.8699951171875,28.479999542236328,38.83074188232422,123.32695770263672,20.84000015258789,63.970001220703125,40.540000915527344,27.184999465942383,63.20000076293945,82.69999694824219,38.2442741394043,30.010000228881836,15.90999984741211,59.84000015258789,48.95000076293945,33.099998474121094,21.112499237060547,28.7275390625,36.45000076293945,52.91999816894531
2010-01-22,7.0625,56.599998474121094,38.59000015258789,57.77000045776367,54.25,16.135000228881836,22.969999313354492,74.58999633789062,29.979999542236328,,154.1199951171875,27.719999313354492,38.02037811279297,119.98088073730469,19.90999984741211,63.20000076293945,39.15999984741211,27.1200008392334,63.38999938964844,81.4800033569336,37.08969497680664,28.959999084472656,15.744999885559082,60.310001373291016,48.310001373291016,33.15999984741211,20.6825008392334,28.455551147460938,35.9900016784668,52.939998626708984
2010-01-25,7.252500057220459,55.709999084472656,37.790000915527344,57.779998779296875,55.13999938964844,16.032499313354492,22.989999771118164,74.55000305175781,29.920000076293945,,154.97999572753906,27.6200008392334,38.344520568847656,120.57361602783203,20.31999969482422,63.220001220703125,39.209999084472656,27.174999237060547,63.09000015258789,81.83000183105469,36.98473358154297,29.31999969482422,15.917499542236328,60.630001068115234,48.88999938964844,33.0,20.50749969482422,28.77443504333496,36.66999816894531,52.880001068115234
2010-01-26,7.355000019073486,56.58000183105469,38.099998474121094,57.709999084472656,55.849998474121094,16.352500915527344,22.899999618530273,74.1500015258789,29.65999984741211,,150.8800048828125,27.729999542236328,38.106178283691406,120.21988677978516,20.0,62.790000915527344,38.439998626708984,27.06999969482422,63.810001373291016,81.62999725341797,36.8129768371582,29.5,15.9350004196167,60.689998626708984,50.22999954223633,32.439998626708984,20.287500381469727,28.296110153198242,36.16999816894531,53.61000061035156
2010-01-27,7.424285888671875,57.7400016784668,38.66999816894531,61.93000030517578,53.439998626708984,16.350000381469727,23.149999618530273,73.69999694824219,29.31999969482422,,151.5,27.84000015258789,38.38265609741211,120.77437591552734,20.239999771118164,63.439998626708984,39.33000183105469,27.2549991607666,63.72999954223633,82.30000305175781,36.8702278137207,29.670000076293945,16.0,60.810001373291016,50.900001525878906,33.2400016784668,20.977500915527344,28.01474380493164,36.70000076293945,53.400001525878906
2010-01-28,7.117499828338623,58.08000183105469,37.43000030517578,62.560001373291016,51.86000061035156,16.040000915527344,22.520000457763672,73.23999786376953,29.350000381469727,,153.2899932861328,27.34000015258789,37.963172912597656,118.3078384399414,19.920000076293945,63.79999923706055,39.47999954223633,27.09000015258789,62.83000183105469,80.75,36.23091506958008,29.15999984741211,15.880000114440918,61.68000030517578,50.27000045776367,33.43000030517578,20.662500381469727,27.508283615112305,36.400001525878906,52.61000061035156
2010-01-29,6.859285831451416,58.47999954223633,37.65999984741211,60.599998474121094,52.2400016784668,15.887499809265137,22.469999313354492,72.12000274658203,29.549999237060547,,148.72000122070312,28.010000228881836,36.838199615478516,117.00764465332031,19.399999618530273,62.86000061035156,38.939998626708984,27.125,62.43000030517578,80.48999786376953,36.431297302246094,28.18000030517578,15.9375,61.54999923706055,50.66999816894531,33.0,20.50749969482422,27.592693328857422,36.04999923706055,53.43000030517578
2010-02-01,6.9546427726745605,58.720001220703125,38.209999084472656,61.70000076293945,52.939998626708984,16.295000076293945,22.729999542236328,73.58000183105469,29.520000457763672,,153.1300048828125,28.389999389648438,37.534156799316406,119.1873779296875,19.610000610351562,63.09000015258789,39.630001068115234,27.190000534057617,63.88999938964844,80.44000244140625,36.54580307006836,28.40999984741211,16.024999618530273,61.9900016784668,50.689998626708984,33.130001068115234,20.915000915527344,27.770893096923828,36.380001068115234,53.47999954223633
2010-02-02,6.994999885559082,59.22999954223633,39.02000045776367,61.939998626708984,53.54999923706055,16.264999389648438,23.020000457763672,74.44999694824219,29.979999542236328,,156.94000244140625,29.030000686645508,37.677162170410156,120.00955963134766,19.90999984741211,63.9900016784668,40.54999923706055,27.524999618530273,64.02999877929688,80.43000030517578,37.729007720947266,28.459999084472656,15.982500076293945,62.900001525878906,51.09000015258789,34.04999923706055,21.002500534057617,27.883440017700195,36.779998779296875,53.4900016784668
2010-02-03,7.115356922149658,59.06999969482422,38.33000183105469,61.459999084472656,53.38999938964844,16.405000686645508,23.06999969482422,73.20999908447266,30.75,,157.22999572753906,28.469999313354492,37.38161849975586,120.13384246826172,19.68000030517578,63.630001068115234,40.290000915527344,27.434999465942383,65.20999908447266,81.5,36.946563720703125,28.6299991607666,16.0,62.650001525878906,50.56999969482422,33.31999969482422,20.8799991607666,27.37697982788086,34.619998931884766,54.27000045776367
2010-02-04,6.85892915725708,57.529998779296875,37.529998779296875,59.31999969482422,51.400001525878906,15.607500076293945,23.15999984741211,71.37000274658203,29.670000076293945,,150.67999267578125,27.93000030517578,35.97063064575195,117.5908203125,19.020000457763672,62.63999938964844,38.349998474121094,26.71500015258789,64.05999755859375,79.20999908447266,35.40076446533203,27.84000015258789,15.522500038146973,61.400001525878906,49.72999954223633,32.459999084472656,20.762500762939453,26.851762771606445,33.45000076293945,52.970001220703125
2010-02-05,6.980713844299316,57.68000030517578,37.849998474121094,58.400001525878906,51.75,15.520000457763672,23.700000762939453,71.18000030517578,29.540000915527344,,154.16000366210938,27.979999542236328,35.722755432128906,118.08795166015625,19.469999313354492,62.63999938964844,38.29999923706055,26.545000076293945,63.369998931884766,78.54000091552734,35.04771041870117,28.020000457763672,15.425000190734863,61.29999923706055,50.279998779296875,32.540000915527344,20.639999389648438,26.95492935180664,33.310001373291016,53.45000076293945
2010-02-08,6.932857036590576,57.459999084472656,36.790000915527344,57.88999938964844,50.779998779296875,15.529999732971191,23.5,70.12999725341797,29.479999542236328,,151.10000610351562,28.59000015258789,35.150733947753906,116.52007293701172,19.350000381469727,62.369998931884766,37.70000076293945,26.325000762939453,62.91999816894531,77.52999877929688,34.91412353515625,27.719999313354492,15.324999809265137,61.0099983215332,49.04999923706055,32.40999984741211,20.762500762939453,26.60791015625,33.290000915527344,52.93000030517578
2010-02-09,7.006785869598389,57.209999084472656,37.540000915527344,59.7400016784668,53.529998779296875,16.165000915527344,23.889999389648438,71.30999755859375,29.84000015258789,,152.49000549316406,28.8700008392334,36.056434631347656,117.79158782958984,19.649999618530273,62.7599983215332,38.38999938964844,27.0049991607666,63.56999969482422,78.72000122070312,34.799617767333984,28.010000228881836,15.6274995803833,61.7599983215332,49.56999969482422,33.0,20.8174991607666,26.964309692382812,33.61000061035156,53.25
